subject,log_rt,recalled_offer_count,game,option
116,1.8783370028121484,3,4,Sea
116,4.02017752271434,2,4,Solid
116,2.3888382107051416,2,4,Pattern
116,2.6504912923735566,2,4,Large
116,3.407269582079791,1,4,Land
116,3.293977620161488,3,5,Land
116,3.4222200147096116,3,5,Small
116,2.4205359182152093,3,5,Sea
116,2.894331428874112,3,5,Object
116,2.062472487588507,3,5,Animal
116,3.254831457017894,3,5,Solid
116,1.6558288355631974,3,5,Large
116,3.1601872138015716,3,5,Pattern
116,4.4318660626614585,3,6,Sea
116,3.9837200105653796,3,6,Pattern
116,3.412316657745209,3,6,Land
116,3.4091931550970855,3,6,Object
116,4.0215850261462585,3,6,Small
116,2.783099869381063,3,6,Animal
116,3.8135185976800106,3,6,Large
116,3.8655929243222067,3,6,Solid
116,4.421654694237449,2,7,Small
116,3.5061164486481347,1,7,Object
116,3.2486148325408575,1,7,Pattern
116,4.083400739500512,1,7,Land
116,3.6635705189377616,3,7,Solid
116,3.1942226387235135,3,7,Sea
116,3.918767403259716,2,7,Large
116,2.614992905491795,3,7,Animal
117,2.387248474249694,1,1,Sea
117,2.5062685862993908,3,1,Small
117,0.9821546088559826,3,1,Solid
117,1.9266017271773215,1,1,Large
117,2.5547755388553304,2,1,Animal
117,0.36297531728315324,3,1,Land
117,-0.01089437873352578,2,1,Object
117,1.4900116399886247,1,1,Pattern
117,1.5672202744557455,2,2,Object
117,1.2717139843058964,1,2,Small
117,2.548986211467406,2,2,Animal
117,1.0507837160638935,1,2,Sea
117,1.1556320153468917,2,2,Solid
117,2.0025489050648746,3,2,Land
117,2.0069373675917386,3,2,Large
117,0.8877501119443268,2,2,Pattern
117,2.0108935209614094,2,3,Animal
117,2.2137527544883193,3,3,Pattern
117,2.0030514224382405,3,3,Object
117,0.9798362758987719,3,3,Large
117,1.1031772975271965,2,3,Small
117,2.7423522938031724,3,3,Land
117,1.8519716464593765,2,3,Sea
117,0.4220995141511505,2,3,Solid
117,3.118065618611704,3,4,Pattern
117,3.2308467120303193,2,4,Solid
117,2.553910690251188,2,4,Small
117,0.9858399752135315,3,4,Animal
117,1.5079606620130945,3,4,Large
117,2.290723673680109,2,4,Land
117,-0.5990267992740967,3,4,Sea
117,0.240976953793437,2,4,Object
117,2.387503070249923,3,5,Land
117,1.0915339771362602,3,5,Large
117,1.8934661804315644,3,5,Small
117,1.0062016191606187,3,5,Object
117,1.5923583503800967,3,5,Pattern
117,1.5073534874121428,3,5,Solid
117,0.3381101802821296,3,5,Animal
117,0.7070727886072682,3,5,Sea
117,1.955584534209308,3,6,Sea
117,1.9157476698299998,3,6,Pattern
117,1.653147621497944,3,6,Solid
117,1.1214556992345792,3,6,Object
117,1.1424586785061772,3,6,Large
117,1.2687638992273318,3,6,Animal
117,0.5605443805972294,3,6,Land
117,0.6875031161480264,3,6,Small
117,2.078272895441481,3,7,Solid
117,0.5806757013081999,3,7,Sea
117,1.016503495412097,3,7,Large
117,1.6197081509418128,3,7,Animal
117,0.6767377796887988,3,7,Pattern
117,0.507786310159553,3,7,Land
117,-0.24658438365986035,3,7,Small
117,1.114862234848149,3,7,Object
118,2.857817408965611,2,1,Pattern
118,2.6538988028667774,3,1,Land
118,2.303843159589593,2,1,Object
118,1.4740861497031938,2,1,Sea
118,1.2028002546378787,3,1,Solid
118,2.7905453401437286,3,1,Animal
118,2.332904366505896,2,1,Large
118,2.282799399113004,3,1,Small
118,2.9211049197632284,2,2,Sea
118,2.7323285300333495,3,2,Large
118,2.6139035618684465,3,2,Solid
118,1.9811337359926324,2,2,Animal
118,2.5486293694970685,2,2,Pattern
118,2.51213716048491,3,2,Object
118,2.482012152267951,3,2,Land
118,2.1315442836894958,2,2,Small
118,2.8321776167022676,3,3,Land
118,2.8589118900678536,2,3,Small
118,2.9823983582068347,2,3,Pattern
118,2.282927942639686,2,3,Animal
118,-0.20709125888440846,3,3,Object
118,2.176265603381493,3,3,Solid
118,3.021662705089192,2,3,Sea
118,1.2521655637842932,3,3,Large
118,3.182414306176578,2,4,Pattern
118,2.530832046403608,2,4,Large
118,2.257569055338499,3,4,Small
118,2.2883006290994268,3,4,Object
118,2.3030524128836305,2,4,Animal
118,2.286858606717731,2,4,Sea
118,2.4521299142348765,3,4,Solid
118,2.3289561092435123,3,4,Land
118,2.672282627847115,3,5,Large
118,3.4764789847850457,3,5,Land
118,2.7400539516307876,3,5,Pattern
118,1.7861779772810005,3,5,Animal
118,2.006190481952508,3,5,Small
118,2.384737888260638,3,5,Object
118,2.234173079560465,3,5,Sea
118,1.6919011650954718,3,5,Solid
118,2.4233647417789204,3,6,Large
118,0.40962867841490364,2,6,Small
118,0.19771855811829564,2,6,Pattern
118,1.2247808204853223,3,6,Animal
118,1.1606894368893192,2,6,Object
118,1.3673444931631231,3,6,Solid
118,-0.8586634398027495,2,6,Sea
118,-0.3479200473189881,3,6,Land
118,2.2252909503722877,2,7,Land
118,1.4640806403796285,3,7,Sea
118,1.4507756247290209,2,7,Pattern
118,1.6609458088265434,2,7,Small
118,0.9217034403336605,3,7,Object
118,-0.45491004564185805,3,7,Solid
118,0.5283940412234238,2,7,Animal
118,0.6214970090579018,3,7,Large
119,2.4279475947140674,2,1,Solid
119,1.8777935133890236,2,1,Land
119,2.570547007499408,2,1,Object
119,0.807230417336347,1,1,Small
119,1.7166012543990625,1,1,Animal
119,1.784462571160877,1,1,Sea
119,1.206377348583979,1,1,Pattern
119,1.1035402927664184,2,1,Large
119,1.7013809220630707,2,2,Pattern
119,1.6718367241621919,3,2,Land
119,2.301111466049139,3,2,Small
119,1.4485905753930806,2,2,Large
119,0.6125794307783339,2,2,Animal
119,2.044176274938568,3,2,Solid
119,2.2919802767817177,3,2,Object
119,2.089950951978281,2,2,Sea
119,1.6955143191310786,1,3,Solid
119,0.612575004653321,1,3,Animal
119,-0.8014124666077054,1,3,Sea
119,0.6304091042378438,2,3,Large
119,-0.8746064095183579,2,3,Land
119,0.34668543946354796,2,3,Pattern
119,-0.1700376633518306,2,3,Object
119,-0.7767171227627783,1,3,Small
119,1.941665008332802,3,4,Small
119,-0.06050364915277502,2,4,Animal
119,-0.1377010255635235,3,4,Sea
119,1.8820165437272434,3,4,Object
119,0.6276687292912898,2,4,Land
119,1.9068804153148837,2,4,Pattern
119,1.779954838760921,2,4,Large
119,0.8061762486028256,3,4,Solid
119,0.8697057221715925,2,5,Small
119,1.751965288340407,1,5,Large
119,0.3871534972527683,2,5,Sea
119,2.3822026603160937,2,5,Pattern
119,1.7909935092795524,1,5,Land
119,1.6149152677259038,1,5,Solid
119,0.8427048826264979,1,5,Animal
119,2.0283432447263086,2,5,Object
119,-0.09089700715167567,1,6,Object
119,0.6767882245095564,1,6,Small
119,0.3085569188597531,1,6,Large
119,1.3289996510130344,1,6,Land
119,0.7657573933024467,1,6,Solid
119,0.9649635717871021,1,6,Animal
119,0.5118369620376878,1,6,Sea
119,1.6822773387563548,1,6,Pattern
119,1.1508259247848005,2,7,Sea
119,2.3149856950299306,2,7,Pattern
119,2.0640381462779747,2,7,Object
119,1.417029958495686,3,7,Land
119,1.9001859300973836,3,7,Animal
119,1.9548842019210633,3,7,Solid
119,1.7845894021100905,3,7,Small
119,1.7015415553356354,2,7,Large
120,1.045586968882879,2,1,Sea
120,2.7783795143722774,3,1,Solid
120,2.09399530228874,2,1,Pattern
120,0.9325331892765242,2,1,Object
120,1.8457079400645986,3,1,Land
120,2.496313805426357,2,1,Small
120,2.9970874049481413,3,1,Large
120,1.9268873880610717,3,1,Animal
120,1.394574227723714,1,2,Sea
120,1.8297734983855043,2,2,Land
120,2.702600271641276,1,2,Pattern
120,2.2699604670033144,2,2,Animal
120,2.399477596085724,0,2,Small
120,2.521802624199288,3,2,Large
120,2.8482803575571394,2,2,Solid
120,3.139883059976014,1,2,Object
120,2.2877575563869263,1,3,Land
120,2.8250944404706164,3,3,Large
120,2.6687294373574093,1,3,Solid
120,3.290364726678098,3,3,Pattern
120,1.1888834427136645,2,3,Animal
120,1.0788371260048353,3,3,Sea
120,1.9695126962472873,1,3,Small
120,2.3217864530143215,2,3,Object
120,3.0767314620946675,1,4,Object
120,1.4057757358373915,3,4,Large
120,2.5467797304569855,1,4,Small
120,1.8436214843731262,3,4,Land
120,3.0683518439411053,2,4,Pattern
120,0.07336922049612045,2,4,Solid
120,0.4201068376270594,3,4,Animal
120,0.6355241371054985,1,4,Sea
120,2.4433968066854823,2,5,Solid
120,0.9084027369110973,1,5,Small
120,2.2452487426927177,2,5,Animal
120,1.2171441303774924,1,5,Large
120,1.4789332585144583,0,5,Object
120,1.3222910634089025,1,5,Sea
120,1.5826209299748375,1,5,Land
120,0.9835382210335111,0,5,Pattern
120,2.222899985952065,1,6,Sea
120,0.8811015586474132,1,6,Land
120,1.4575707276291727,1,6,Object
120,1.3312223352742825,1,6,Animal
120,0.745966834434463,1,6,Solid
120,1.3640117287394613,1,6,Large
120,1.0799178253435833,1,6,Pattern
120,2.229747913020721,1,6,Small
120,0.8573179026614554,2,7,Solid
120,0.3208955357911132,0,7,Animal
120,1.563648208649068,1,7,Pattern
120,1.7620289766010284,1,7,Sea
120,-0.19641525837921303,3,7,Object
120,0.596322928157686,2,7,Small
120,-0.2690729675114204,1,7,Large
120,-2.632319664519914,2,7,Land
122,2.671559959729651,2,1,Object
122,0.8761561226619593,3,1,Sea
122,1.634824633755993,2,1,Large
122,1.4159788631825447,1,1,Land
122,1.5991460575338226,2,1,Pattern
122,2.2441743143777297,2,1,Animal
122,2.3097094295339327,2,1,Small
122,2.2601986505768217,2,1,Solid
122,2.848980697207244,3,2,Small
122,2.622952570563127,2,2,Object
122,2.209750292776597,2,2,Pattern
122,1.9873220496334454,1,2,Large
122,2.756856915357721,2,2,Solid
122,2.004056812511497,2,2,Land
122,0.9398630421817431,2,2,Animal
122,3.207787216209163,2,2,Sea
122,2.7382180465221455,1,3,Sea
122,1.2224391592251171,1,3,Object
122,1.6402387019499753,0,3,Large
122,2.24438845515807,2,3,Pattern
122,1.2447788586936988,3,3,Small
122,1.4370313689373369,2,3,Animal
122,1.4099852425899937,1,3,Solid
122,1.3451969273293904,2,3,Land
122,1.185563169763598,2,4,Sea
122,1.2792621250084526,2,4,Object
122,0.47202364514889816,2,4,Large
122,1.3817726743968766,2,4,Small
122,0.7454825017898108,2,4,Animal
122,0.6424441066992047,2,4,Pattern
122,0.6766510097945143,2,4,Solid
122,1.7421868646655052,2,4,Land
122,2.764181797998011,3,5,Object
122,2.0855203925883816,3,5,Pattern
122,2.331535510411124,2,5,Solid
122,2.647080453967183,3,5,Sea
122,1.6396213415019993,3,5,Small
122,0.7247434484238449,2,5,Animal
122,0.5361391165183564,2,5,Land
122,1.1626656921582976,2,5,Large
122,2.1401525470557776,2,6,Animal
122,2.551108308626903,1,6,Sea
122,2.679404674364446,2,6,Object
122,-0.5022102029629657,2,6,Large
122,2.6073110029859086,2,6,Solid
122,1.9459072681710865,2,6,Pattern
122,2.368235300665203,2,6,Small
122,1.6174173419297075,3,6,Land
122,1.3077540035059834,3,7,Sea
122,1.3716092906271313,3,7,Object
122,0.5443114865749641,3,7,Pattern
122,1.8184273925346455,3,7,Small
122,1.7145200242739735,3,7,Land
122,1.4803482787176867,3,7,Animal
122,0.8484452910378549,3,7,Large
122,0.705375051938405,3,7,Solid
123,3.2763020021817013,3,1,Object
123,2.653692318035232,3,1,Solid
123,2.956566419893845,3,1,Small
123,2.751525124182369,3,1,Sea
123,1.2397443910998165,3,1,Animal
123,1.9392660784567644,3,1,Large
123,2.393381738472393,3,1,Pattern
123,1.9511233047700365,3,1,Land
123,3.714121143592023,3,2,Sea
123,2.7032170373549067,3,2,Small
123,2.0247549472154494,3,2,Animal
123,2.9077250895943263,3,2,Land
123,2.874507671734987,3,2,Solid
123,2.494036962921236,3,2,Large
123,2.620653819740655,3,2,Pattern
123,2.458611975945605,3,2,Object
123,2.526846539226191,3,3,Land
123,2.959800019174266,3,3,Large
123,2.6482308353360815,3,3,Animal
123,2.1970910267732577,3,3,Object
123,2.548633520059817,3,3,Small
123,2.1225147154170614,3,3,Pattern
123,1.6898841155667832,3,3,Sea
123,2.275101509827587,3,3,Solid
123,3.1513989786256826,3,4,Sea
123,2.621103182628961,3,4,Land
123,2.537695580686991,3,4,Pattern
123,2.4483415000159434,3,4,Object
123,1.8089597003257571,3,4,Solid
123,1.8426686500413307,3,4,Animal
123,1.803218919341197,3,4,Small
123,1.9584743345223776,3,4,Large
123,2.6482355272291636,3,5,Pattern
123,2.8347695296246265,3,5,Small
123,2.341461383862244,3,5,Solid
123,1.4991671110314173,3,5,Land
123,1.8337562868271289,3,5,Animal
123,1.8782992112109171,3,5,Object
123,1.4852444049405409,3,5,Sea
123,2.127282654445189,3,5,Large
123,2.0521834605563285,3,6,Pattern
123,2.1874378337860105,3,6,Object
123,2.2737092961952086,3,6,Solid
123,2.11860268275872,3,6,Land
123,2.2370992654984034,3,6,Sea
123,1.7202390982665792,3,6,Animal
123,1.7324611718874532,3,6,Small
123,1.9112041853186559,3,6,Large
123,2.753455038330515,3,7,Solid
123,2.2980908171491086,3,7,Pattern
123,1.7149952062516196,3,7,Object
123,2.1673400804929885,3,7,Small
123,1.956899090574831,3,7,Large
123,1.4864298688849316,3,7,Animal
123,1.8681789222112428,3,7,Sea
123,1.6628299004866411,3,7,Land
124,2.574452768200132,1,1,Animal
124,2.795006149473457,1,1,Small
124,0.10525957265846311,1,1,Large
124,2.4422229878385897,1,1,Object
124,1.7950460071484513,0,1,Sea
124,2.8992715738492336,2,1,Pattern
124,2.668266674688024,0,1,Solid
124,2.6006490800799136,2,1,Land
124,0.8058332858392107,2,2,Pattern
124,1.3947014123446193,1,2,Animal
124,1.9647299931764142,1,2,Object
124,1.746704112584575,2,2,Large
124,1.785931582504418,0,2,Sea
124,1.6657230381273207,2,2,Land
124,2.6100830157471195,0,2,Solid
124,0.6270861234386692,0,2,Small
124,1.8788075371704764,3,3,Animal
124,1.9890566511634418,3,3,Large
124,2.292567083991096,2,3,Land
124,1.0259085522402396,1,3,Small
124,1.4414156122920265,2,3,Sea
124,1.2581793328898438,1,3,Object
124,1.3034664711725796,2,3,Solid
124,0.8044211894840121,2,3,Pattern
124,2.1175678912268463,2,4,Sea
124,1.8575905465463793,2,4,Solid
124,2.354209973662953,2,4,Land
124,2.107278362521414,2,4,Pattern
124,1.2852818215076893,2,4,Small
124,0.89779318547062,2,4,Animal
124,2.45332504504253,2,4,Large
124,2.6971228112469716,2,4,Object
124,1.533668992439669,2,5,Pattern
124,1.6768850508690654,2,5,Animal
124,2.4030941971303594,1,5,Small
124,1.2973258087844999,1,5,Sea
124,2.2559426857102625,2,5,Solid
124,2.231546125299347,2,5,Object
124,1.4489578442040332,3,5,Large
124,-0.3849812173841193,3,5,Land
124,2.5984706124692023,3,6,Large
124,1.8707391376112055,2,6,Land
124,2.604680581919267,2,6,Solid
124,3.2531730980229026,1,6,Small
124,2.6935167982341524,2,6,Sea
124,1.07210923432526,3,6,Animal
124,2.3322044880540433,2,6,Pattern
124,2.523789992977762,1,6,Object
124,2.4320473308778077,1,7,Small
124,2.5568527289896745,1,7,Pattern
124,1.3989753971158025,2,7,Sea
124,2.303341448478869,2,7,Animal
124,2.7717047613421664,2,7,Land
124,2.9581745851771193,3,7,Solid
124,2.0861181978457926,2,7,Object
124,2.417533403500288,3,7,Large
125,1.6334147567317137,2,1,Object
125,2.4953419221048123,2,1,Sea
125,2.6373174568289066,2,1,Pattern
125,0.42451941629669715,1,1,Animal
125,0.8432449623904114,1,1,Solid
125,1.1788863541626176,2,1,Large
125,1.564848387002488,1,1,Small
125,1.1264520439629662,1,1,Land
125,3.2844719599735526,3,2,Small
125,3.4054376512307067,3,2,Pattern
125,2.239979178793623,3,2,Object
125,2.6586225162595745,3,2,Solid
125,2.4142756292317706,3,2,Animal
125,2.7746992045402172,3,2,Sea
125,1.0587292774796053,3,2,Large
125,1.0320795731772023,3,2,Land
125,2.931725353329121,2,3,Sea
125,3.506024306225173,2,3,Small
125,3.568207881495696,3,3,Land
125,3.0022769168278898,2,3,Pattern
125,2.3939204974537414,3,3,Solid
125,2.5825729375459243,3,3,Animal
125,3.2352405198215757,3,3,Large
125,3.0952829308936365,2,3,Object
125,2.8581385694689874,3,4,Solid
125,2.9291281004212215,3,4,Large
125,3.063635479358918,3,4,Sea
125,2.947969611927332,3,4,Small
125,0.7101137228356883,3,4,Land
125,3.1334070719618854,3,4,Object
125,0.8973472991678695,3,4,Animal
125,1.5244802976853342,3,4,Pattern
125,3.7541364436477087,3,5,Animal
125,1.8182124488737526,3,5,Object
125,3.1138698759853374,3,5,Large
125,3.3246175938483304,3,5,Sea
125,2.785115845775984,3,5,Solid
125,2.6024112732009623,3,5,Pattern
125,3.647574261284637,3,5,Land
125,2.1445041002007126,3,5,Small
125,3.3054794792932127,3,6,Land
125,3.4902284013750475,3,6,Large
125,2.874652703237986,3,6,Sea
125,2.398631868882331,3,6,Animal
125,3.20088540842254,3,6,Solid
125,2.6835717274044986,3,6,Pattern
125,3.2256091963958444,3,6,Object
125,1.7424356814386488,3,6,Small
125,2.2406211127024176,3,7,Solid
125,1.2910277072422227,3,7,Pattern
125,3.011469653425082,3,7,Object
125,2.8213910391414703,3,7,Small
125,2.6809894905354654,3,7,Sea
125,3.171658833827561,3,7,Land
125,2.851555801151896,3,7,Animal
125,2.6357175205125056,3,7,Large
126,2.710117116350417,2,1,Object
126,1.8558922048911521,2,1,Large
126,1.3444736477316217,1,1,Land
126,0.36573106330724603,2,1,Pattern
126,-0.502972442270414,2,1,Animal
126,1.0649960986789162,3,1,Sea
126,0.9551713872581962,2,1,Solid
126,-0.6776653941588651,2,1,Small
126,1.1823937934055357,3,2,Animal
126,1.5027538824013351,2,2,Object
126,1.4798237327938117,2,2,Large
126,0.9433365088793272,2,2,Solid
126,1.9292361454049645,3,2,Sea
126,1.7054986287205938,2,2,Land
126,1.2500746319077933,3,2,Pattern
126,1.0620911592785616,3,2,Small
126,3.1448386881738326,3,3,Solid
126,1.9271382871339624,3,3,Large
126,2.3300073304282285,3,3,Object
126,0.9511843562951222,3,3,Small
126,2.4015577207564727,3,3,Pattern
126,2.6199407365707787,3,3,Animal
126,1.6701628665365973,3,3,Sea
126,2.0523128803705,3,3,Land
126,2.7391824088999273,3,4,Pattern
126,1.5431664863195222,3,4,Large
126,0.964920073594734,2,4,Animal
126,1.618248196039586,2,4,Solid
126,1.0133272240151243,3,4,Object
126,2.4386600474713376,3,4,Land
126,2.3961079453886764,2,4,Small
126,1.1696558690368495,2,4,Sea
126,2.8422024238805985,3,5,Sea
126,2.0729177768896085,3,5,Small
126,2.811602876133613,3,5,Large
126,3.072258781643743,3,5,Land
126,2.3409247570841933,3,5,Animal
126,2.5134743967696376,3,5,Solid
126,2.1939641243803174,3,5,Object
126,1.0628043088909203,3,5,Pattern
126,2.995132908570037,3,6,Land
126,2.623300730767383,3,6,Animal
126,2.452481672687141,3,6,Small
126,2.4680827552358333,3,6,Sea
126,1.95226290961087,3,6,Pattern
126,2.15288104909069,3,6,Object
126,1.9747255520246878,3,6,Solid
126,1.226955663422831,3,6,Large
126,2.423187945495512,3,7,Small
126,2.4783491685836356,3,7,Object
126,-0.1264691514578697,3,7,Animal
126,2.5839067904365702,3,7,Pattern
126,2.713155234360043,3,7,Large
126,2.767172175568578,3,7,Solid
126,2.6725561004132548,3,7,Sea
126,2.0634674554873804,3,7,Land
127,1.317637538078976,3,1,Solid
127,1.4258731332797356,2,1,Land
127,1.152283971203313,3,1,Animal
127,0.8289293479965287,2,1,Large
127,0.12435907001216594,2,1,Sea
127,1.3718416616559055,2,1,Small
127,0.2849678297934205,1,1,Object
127,0.7846323077532934,1,1,Pattern
127,1.5517241737627723,2,2,Animal
127,0.8365146438629804,3,2,Large
127,1.460202502470008,3,2,Object
127,1.1439795643157802,3,2,Sea
127,0.7449756604953491,2,2,Pattern
127,1.701937449165333,2,2,Small
127,1.1735320889392797,3,2,Solid
127,1.6038058068730587,2,2,Land
127,1.7580805220716096,2,3,Large
127,1.8230231348468755,2,3,Object
127,-0.0425531796483852,2,3,Sea
127,0.9721687966533518,2,3,Small
127,0.7992579147437926,2,3,Pattern
127,1.1039589696592786,2,3,Land
127,0.5283712205670379,2,3,Solid
127,0.3093365076633215,2,3,Animal
127,1.3467509650156948,2,4,Small
127,1.0603246088802354,1,4,Pattern
127,0.4190564098987469,1,4,Large
127,-1.1127342845296275,3,4,Sea
127,1.5876398599672903,2,4,Object
127,-0.13366373513477076,1,4,Animal
127,0.818081749573083,2,4,Solid
127,0.16088626615886106,0,4,Land
127,0.9888565574144492,3,5,Large
127,-0.05408288396207382,1,5,Animal
127,0.31596597235027835,3,5,Sea
127,-0.3179636901999995,2,5,Solid
127,1.022648989772122,2,5,Pattern
127,0.7252379687403582,1,5,Land
127,0.3536500692196944,1,5,Small
127,0.25872373581109837,3,5,Object
127,1.3354975113964773,3,6,Animal
127,0.060256240437174244,3,6,Small
127,0.3936136845099877,3,6,Object
127,0.4593178068016488,3,6,Sea
127,1.0980896380809877,3,6,Pattern
127,-0.9532853157326464,3,6,Solid
127,0.39407754252587157,3,6,Large
127,0.5786169265727742,3,6,Land
127,2.053437151916844,2,7,Animal
127,2.2422292256746763,2,7,Object
127,1.2993805133160814,2,7,Small
127,1.6711582396108104,3,7,Solid
127,2.8072784201442316,2,7,Large
127,2.1820121660233944,1,7,Pattern
127,2.0349547017715297,2,7,Sea
127,1.4255432791609217,2,7,Land
128,1.586096867349148,3,1,Object
128,2.1737721888357218,3,1,Large
128,1.1421830084886917,3,1,Small
128,1.2847764531587331,3,1,Animal
128,1.5967139551238954,3,1,Land
128,1.6365655904355185,3,1,Pattern
128,1.8204155853626223,3,1,Solid
128,1.2671977130682022,3,1,Sea
128,1.3703101668284499,3,2,Sea
128,1.0077689123726898,3,2,Animal
128,1.8290206314972612,3,2,Large
128,1.3537796383458698,3,2,Pattern
128,1.6230880489733528,3,2,Small
128,1.305168109935992,3,2,Land
128,1.6163559276967274,3,2,Solid
128,0.9949743008548136,3,2,Object
128,1.7725624563665427,3,3,Sea
128,2.005164246653579,3,3,Large
128,1.603084966780681,3,3,Pattern
128,1.7506759966141199,3,3,Animal
128,1.3197210266411556,3,3,Object
128,1.4165711094741238,3,3,Land
128,1.5133830204328333,3,3,Solid
128,1.4509719643601517,3,3,Small
128,2.8157828884066247,3,4,Large
128,2.456209516526644,3,4,Small
128,1.9484297400723731,3,4,Sea
128,1.8845515444676022,3,4,Solid
128,1.5492310274633785,3,4,Animal
128,1.4099955983086192,3,4,Object
128,2.1776843535982184,3,4,Pattern
128,2.397635689921985,3,4,Land
128,2.651787750491681,3,5,Large
128,1.717000474309314,3,5,Sea
128,1.9817736590829043,3,5,Small
128,1.7777519595547209,3,5,Land
128,2.1073871552176304,3,5,Object
128,1.7293895358231692,3,5,Pattern
128,1.9854821569421517,3,5,Solid
128,1.8555364634748794,3,5,Animal
128,2.355628255865946,3,6,Land
128,2.203674353089962,3,6,Solid
128,2.362571946781116,3,6,Pattern
128,1.6717327465928948,3,6,Object
128,1.8770428565174846,3,6,Sea
128,1.7892679583173847,3,6,Animal
128,1.9441328681985948,3,6,Large
128,1.4204470453291775,3,6,Small
128,3.187031340436173,3,7,Object
128,2.0699592841079095,2,7,Pattern
128,1.8711854098232643,3,7,Land
128,1.7099581327222018,2,7,Sea
128,2.075711834600792,3,7,Large
128,1.4437345946185447,2,7,Small
128,2.7148151753181664,3,7,Solid
128,1.257604242302487,2,7,Animal
129,1.4252190268493587,2,1,Animal
129,0.9250904837671162,3,1,Land
129,0.760125106706381,2,1,Sea
129,2.1251497789905014,3,1,Object
129,1.057306033441451,3,1,Pattern
129,-1.285028919765079,2,1,Large
129,1.3670382081899344,2,1,Solid
129,-0.3844232974361083,3,1,Small
129,2.226260948947407,3,2,Solid
129,1.4378461055675678,2,2,Animal
129,1.7326862748268068,3,2,Large
129,1.4632540904420395,2,2,Sea
129,0.6867620685833066,2,2,Object
129,0.05568325699001831,1,2,Pattern
129,-1.0109029678512598,2,2,Land
129,-6.731738577787571,1,2,Small
129,-1.4666806432684472,1,3,Sea
129,1.2320297146565897,2,3,Land
129,0.7917230825295389,2,3,Small
129,1.0675907237883049,2,3,Solid
129,1.0937073205500274,1,3,Large
129,1.5200837842982253,2,3,Animal
129,0.045939279586533245,1,3,Object
129,-0.035211201999105705,1,3,Pattern
129,1.3562798142465464,3,4,Animal
129,1.435453009052412,2,4,Large
129,0.7258105034429878,1,4,Object
129,1.7285840556177539,2,4,Solid
129,-0.6725772831071662,2,4,Pattern
129,-0.8192200753591455,1,4,Sea
129,0.7005913826184692,2,4,Small
129,-0.7309108356155727,3,4,Land
129,1.2361200619194643,3,5,Large
129,2.0801088242545878,2,5,Solid
129,1.785521372204819,3,5,Sea
129,0.06519724961438658,2,5,Land
129,0.9655699984766842,3,5,Animal
129,1.5317807480102885,2,5,Object
129,0.8193940011142024,3,5,Pattern
129,-1.2811675225974304,2,5,Small
129,0.05938220318861855,2,6,Pattern
129,0.311817975337824,2,6,Land
129,0.659792892661779,2,6,Solid
129,1.3229817104106196,3,6,Small
129,1.2786011267933481,2,6,Object
129,0.3447674083950194,1,6,Large
129,0.7760809355176307,2,6,Sea
129,-0.7647072721603126,2,6,Animal
129,0.9182417437957978,2,7,Solid
129,1.7761309005657435,3,7,Land
129,0.24938150588877542,3,7,Small
129,0.8751733466619062,1,7,Large
129,-3.1668013925037135,2,7,Pattern
129,0.9495393687789279,2,7,Object
129,-2.70101191281701,2,7,Animal
129,-0.916496170371699,1,7,Sea
131,1.5552737555885991,2,1,Large
131,1.5720401873648544,2,1,Small
131,1.748714715410765,2,1,Animal
131,1.30708145133892,2,1,Pattern
131,1.3668078087766373,2,1,Sea
131,1.3414593554348653,2,1,Solid
131,1.2971735792600725,2,1,Land
131,1.1926925078294326,2,1,Object
131,1.529805245685741,0,2,Pattern
131,2.061258731768134,2,2,Large
131,1.8596347090425185,2,2,Object
131,1.2326005542439593,0,2,Small
131,1.587447195946301,2,2,Solid
131,1.9094565134847201,0,2,Animal
131,0.6682968058616465,1,2,Land
131,0.7719859904618079,1,2,Sea
131,0.2870838620632819,3,3,Solid
131,2.2279642758943927,2,3,Pattern
131,0.7314732229385402,2,3,Small
131,1.834687078826426,3,3,Animal
131,1.0848437410750225,3,3,Large
131,1.2046295513236227,2,3,Object
131,1.2766344309372375,3,3,Land
131,1.324781746102603,2,3,Sea
131,1.9438227934686905,2,4,Land
131,1.167854171643039,2,4,Object
131,0.1312590112222623,2,4,Sea
131,1.971463105730651,2,4,Large
131,0.5416216457715717,2,4,Animal
131,0.8516284697492239,2,4,Small
131,1.69543988974647,2,4,Solid
131,1.6344190849485698,2,4,Pattern
131,1.5723825220103236,3,5,Large
131,1.978885864688982,2,5,Sea
131,1.4111406204427837,2,5,Object
131,1.8059560868498497,1,5,Small
131,-0.35063417900286104,2,5,Animal
131,0.27890734312203586,3,5,Solid
131,-0.2555087299423996,1,5,Pattern
131,0.008702729158451402,2,5,Land
131,1.2285813400196628,2,6,Solid
131,2.11537400192666,2,6,Sea
131,2.15893989929656,2,6,Object
131,0.4084194065369749,2,6,Land
131,-0.5698072433317709,2,6,Small
131,1.4985844586174824,2,6,Animal
131,1.5349976414107833,2,6,Large
131,0.751468996247468,2,6,Pattern
131,1.9756186510497873,2,7,Pattern
131,0.22433653942984805,3,7,Solid
131,1.3205466758998594,3,7,Large
131,0.7047719335459868,3,7,Sea
131,0.9211175472341606,2,7,Object
131,1.9141920862133903,2,7,Small
131,1.5948144758801601,3,7,Animal
131,0.9882518560742662,2,7,Land
132,2.1891533469668474,3,1,Solid
