subject_id,game,trial_number,option,choice,correct,rt,image,reward,relevance,fixation_duration,fixation_count
115,5,33,Small,1.0,1.0,8.862919249921106,Animal_Land_Pattern_Large,-9.0,0,2226.0,3
115,5,33,Small,1.0,1.0,8.862919249921106,Animal_Land_Pattern_Small,4.0,1,208.0,4
115,5,33,Small,1.0,1.0,8.862919249921106,Object_Sea_Solid_Large,-1.0,0,325.0,5
115,5,33,Small,1.0,1.0,8.862919249921106,Animal_Land_Pattern_Small,4.0,1,2327.0,6
115,5,33,Small,1.0,1.0,8.862919249921106,Animal_Land_Solid_Small,8.0,1,475.0,7
115,5,34,Object,2.0,0.0,5.273671415983699,Object_Sea_Solid_Large,-1.0,1,675.0,1
115,5,34,Object,2.0,0.0,5.273671415983699,Animal_Land_Pattern_Small,4.0,0,1152.0,2
115,5,34,Object,2.0,0.0,5.273671415983699,Animal_Land_Pattern_Large,-9.0,0,701.0,3
115,5,34,Object,2.0,0.0,5.273671415983699,Object_Sea_Solid_Large,-1.0,1,600.0,4
115,5,35,Sea,2.0,0.0,17.14661041693762,Object_Sea_Solid_Large,-1.0,1,768.0,1
115,5,35,Sea,2.0,0.0,17.14661041693762,Animal_Land_Pattern_Small,4.0,0,619.0,2
115,5,35,Sea,2.0,0.0,17.14661041693762,Object_Sea_Solid_Small,-2.0,1,1242.0,3
115,5,35,Sea,2.0,0.0,17.14661041693762,Animal_Land_Pattern_Small,4.0,0,213.0,4
115,5,35,Sea,2.0,0.0,17.14661041693762,Animal_Land_Pattern_Large,-9.0,0,1859.0,5
115,5,35,Sea,2.0,0.0,17.14661041693762,Object_Sea_Pattern_Large,9.0,1,3080.0,6
115,5,35,Sea,2.0,0.0,17.14661041693762,Animal_Land_Solid_Small,8.0,0,304.0,7
115,5,35,Sea,2.0,0.0,17.14661041693762,Animal_Land_Pattern_Small,4.0,0,2721.0,8
115,5,35,Sea,2.0,0.0,17.14661041693762,Object_Sea_Solid_Small,-2.0,1,472.0,9
115,5,35,Sea,2.0,0.0,17.14661041693762,Object_Sea_Solid_Large,-1.0,1,685.0,10
115,5,36,Land,1.0,1.0,2.352703374926932,Object_Sea_Solid_Large,-1.0,0,502.0,1
115,5,36,Land,1.0,1.0,2.352703374926932,Animal_Land_Pattern_Small,4.0,1,1111.0,2
115,5,37,Solid,1.0,1.0,6.897697833017446,Animal_Land_Pattern_Large,-9.0,0,1782.0,1
115,5,37,Solid,1.0,1.0,6.897697833017446,Object_Sea_Solid_Large,-1.0,1,1491.0,2
115,5,37,Solid,1.0,1.0,6.897697833017446,Animal_Land_Pattern_Small,4.0,0,600.0,3
115,5,37,Solid,1.0,1.0,6.897697833017446,Object_Sea_Solid_Large,-1.0,1,912.0,4
115,5,38,Large,2.0,1.0,1.7090201659593731,Animal_Land_Pattern_Large,-9.0,1,75.0,1
115,5,38,Large,2.0,1.0,1.7090201659593731,Object_Sea_Solid_Large,-1.0,1,285.0,2
115,5,39,Pattern,2.0,0.0,3.0334230840671808,Object_Sea_Solid_Large,-1.0,0,415.0,1
115,5,39,Pattern,2.0,0.0,3.0334230840671808,Animal_Land_Pattern_Small,4.0,1,1705.0,2
115,5,40,Animal,2.0,0.0,4.326878125080839,Object_Sea_Solid_Large,-1.0,0,298.0,1
115,5,40,Animal,2.0,0.0,4.326878125080839,Object_Sea_Pattern_Large,9.0,0,104.0,2
115,5,40,Animal,2.0,0.0,4.326878125080839,Object_Sea_Solid_Large,-1.0,0,331.0,3
115,5,40,Animal,2.0,0.0,4.326878125080839,Animal_Land_Pattern_Small,4.0,1,1312.0,4
115,6,41,Animal,1.0,0.0,1.6486132920254022,Object_Sea_Solid_Large,-6.0,0,762.0,1
115,6,42,Small,2.0,1.0,6.277220999938436,Object_Sea_Solid_Large,-6.0,0,5184.0,1
115,6,46,Land,1.0,0.0,3.3806305000325665,Animal_Sea_Solid_Small,1.0,0,96.0,1
115,6,46,Land,1.0,0.0,3.3806305000325665,Animal_Sea_Pattern_Large,4.0,0,129.0,2
115,6,46,Land,1.0,0.0,3.3806305000325665,Object_Sea_Solid_Large,-6.0,0,163.0,3
115,7,49,Object,1.0,1.0,12.153263207990676,Object_Land_Pattern_Small,-4.0,1,1070.0,1
115,7,49,Object,1.0,1.0,12.153263207990676,Animal_Sea_Pattern_Small,-2.0,0,258.0,2
115,7,49,Object,1.0,1.0,12.153263207990676,Object_Land_Solid_Large,-4.0,1,528.0,3
115,7,49,Object,1.0,1.0,12.153263207990676,Object_Land_Pattern_Small,-4.0,1,799.0,4
115,7,49,Object,1.0,1.0,12.153263207990676,Animal_Sea_Pattern_Small,-2.0,0,565.0,5
115,7,49,Object,1.0,1.0,12.153263207990676,Object_Land_Solid_Large,-4.0,1,427.0,6
115,7,49,Object,1.0,1.0,12.153263207990676,Object_Land_Pattern_Small,-4.0,1,674.0,7
115,7,49,Object,1.0,1.0,12.153263207990676,Object_Sea_Pattern_Small,9.0,1,1240.0,8
115,7,49,Object,1.0,1.0,12.153263207990676,Object_Land_Pattern_Small,-4.0,1,1174.0,9
115,7,49,Object,1.0,1.0,12.153263207990676,Object_Sea_Pattern_Small,9.0,1,1104.0,10
115,7,50,Animal,2.0,0.0,4.957723333034664,Animal_Sea_Pattern_Small,-2.0,1,852.0,1
115,7,50,Animal,2.0,0.0,4.957723333034664,Animal_Sea_Solid_Large,-1.0,1,308.0,2
115,7,50,Animal,2.0,0.0,4.957723333034664,Object_Land_Solid_Large,-4.0,0,378.0,3
115,7,50,Animal,2.0,0.0,4.957723333034664,Object_Land_Pattern_Small,-4.0,0,1278.0,4
115,7,50,Animal,2.0,0.0,4.957723333034664,Object_Sea_Pattern_Small,9.0,0,582.0,5
115,7,50,Animal,2.0,0.0,4.957723333034664,Animal_Land_Solid_Large,9.0,1,220.0,6
115,7,50,Animal,2.0,0.0,4.957723333034664,Object_Sea_Pattern_Small,9.0,0,322.0,7
115,7,51,Large,1.0,1.0,20.385530209052376,Object_Land_Pattern_Small,-4.0,0,1195.0,1
115,7,51,Large,1.0,1.0,20.385530209052376,Animal_Sea_Pattern_Small,-2.0,0,350.0,2
115,7,51,Large,1.0,1.0,20.385530209052376,Animal_Sea_Solid_Large,-1.0,1,1523.0,3
115,7,51,Large,1.0,1.0,20.385530209052376,Object_Land_Solid_Large,-4.0,1,1675.0,4
115,7,51,Large,1.0,1.0,20.385530209052376,Object_Land_Pattern_Small,-4.0,0,591.0,5
115,7,51,Large,1.0,1.0,20.385530209052376,Animal_Land_Solid_Large,9.0,1,351.0,6
115,7,51,Large,1.0,1.0,20.385530209052376,Object_Sea_Pattern_Small,9.0,0,1076.0,7
115,7,51,Large,1.0,1.0,20.385530209052376,Object_Land_Pattern_Small,-4.0,0,4008.0,8
115,7,51,Large,1.0,1.0,20.385530209052376,Object_Sea_Pattern_Small,9.0,0,319.0,9
115,7,51,Large,1.0,1.0,20.385530209052376,Animal_Land_Solid_Large,9.0,1,1061.0,10
115,7,51,Large,1.0,1.0,20.385530209052376,Object_Sea_Pattern_Small,9.0,0,1508.0,11
115,7,51,Large,1.0,1.0,20.385530209052376,Object_Land_Solid_Large,-4.0,1,34.0,12
115,7,51,Large,1.0,1.0,20.385530209052376,Animal_Sea_Solid_Large,-1.0,1,422.0,13
115,7,52,Small,2.0,0.0,2.9089716660091653,Animal_Sea_Pattern_Small,-2.0,1,343.0,1
115,7,52,Small,2.0,0.0,2.9089716660091653,Animal_Land_Solid_Large,9.0,0,251.0,2
115,7,52,Small,2.0,0.0,2.9089716660091653,Object_Land_Pattern_Small,-4.0,1,121.0,3
115,7,53,Sea,1.0,1.0,5.440118083031848,Object_Land_Pattern_Small,-4.0,0,205.0,1
115,7,53,Sea,1.0,1.0,5.440118083031848,Animal_Sea_Pattern_Small,-2.0,1,560.0,2
115,7,53,Sea,1.0,1.0,5.440118083031848,Object_Land_Solid_Large,-4.0,0,606.0,3
115,7,53,Sea,1.0,1.0,5.440118083031848,Object_Land_Pattern_Small,-4.0,0,713.0,4
115,7,53,Sea,1.0,1.0,5.440118083031848,Object_Sea_Pattern_Small,9.0,1,574.0,5
115,7,53,Sea,1.0,1.0,5.440118083031848,Object_Land_Pattern_Small,-4.0,0,207.0,6
115,7,54,Pattern,1.0,1.0,7.17319987504743,Animal_Sea_Pattern_Small,-2.0,1,933.0,1
115,7,54,Pattern,1.0,1.0,7.17319987504743,Object_Land_Solid_Large,-4.0,0,1025.0,2
115,7,54,Pattern,1.0,1.0,7.17319987504743,Animal_Sea_Solid_Large,-1.0,0,115.0,3
115,7,54,Pattern,1.0,1.0,7.17319987504743,Object_Land_Pattern_Small,-4.0,1,1324.0,4
115,7,54,Pattern,1.0,1.0,7.17319987504743,Object_Sea_Pattern_Small,9.0,1,2568.0,5
115,7,55,Solid,1.0,1.0,20.460362375015393,Object_Land_Pattern_Small,-4.0,0,106.0,1
115,7,55,Solid,1.0,1.0,20.460362375015393,Animal_Sea_Pattern_Small,-2.0,0,336.0,2
115,7,55,Solid,1.0,1.0,20.460362375015393,Object_Land_Pattern_Small,-4.0,0,424.0,3
115,7,55,Solid,1.0,1.0,20.460362375015393,Animal_Sea_Pattern_Small,-2.0,0,3651.0,4
115,7,55,Solid,1.0,1.0,20.460362375015393,Animal_Sea_Solid_Large,-1.0,1,669.0,5
115,7,55,Solid,1.0,1.0,20.460362375015393,Animal_Sea_Pattern_Small,-2.0,0,1278.0,6
115,7,55,Solid,1.0,1.0,20.460362375015393,Animal_Land_Solid_Large,9.0,1,176.0,7
115,7,55,Solid,1.0,1.0,20.460362375015393,Object_Sea_Pattern_Small,9.0,0,1696.0,8
115,7,55,Solid,1.0,1.0,20.460362375015393,Object_Land_Pattern_Small,-4.0,0,1694.0,9
115,7,55,Solid,1.0,1.0,20.460362375015393,Animal_Sea_Pattern_Small,-2.0,0,138.0,10
115,7,55,Solid,1.0,1.0,20.460362375015393,Object_Land_Pattern_Small,-4.0,0,204.0,11
115,7,55,Solid,1.0,1.0,20.460362375015393,Animal_Sea_Pattern_Small,-2.0,0,1328.0,12
115,7,55,Solid,1.0,1.0,20.460362375015393,Animal_Sea_Solid_Large,-1.0,1,416.0,13
115,7,55,Solid,1.0,1.0,20.460362375015393,Object_Land_Solid_Large,-4.0,1,1367.0,14
115,7,55,Solid,1.0,1.0,20.460362375015393,Animal_Sea_Solid_Large,-1.0,1,290.0,15
115,7,55,Solid,1.0,1.0,20.460362375015393,Object_Sea_Pattern_Small,9.0,0,926.0,16
115,7,55,Solid,1.0,1.0,20.460362375015393,Animal_Land_Solid_Large,9.0,1,337.0,17
115,7,55,Solid,1.0,1.0,20.460362375015393,Object_Sea_Pattern_Small,9.0,0,586.0,18
115,7,55,Solid,1.0,1.0,20.460362375015393,Animal_Land_Solid_Large,9.0,1,265.0,19
115,7,56,Land,1.0,1.0,6.240918874973431,Animal_Sea_Pattern_Small,-2.0,0,230.0,1
115,7,56,Land,1.0,1.0,6.240918874973431,Object_Land_Pattern_Small,-4.0,1,237.0,2
115,7,56,Land,1.0,1.0,6.240918874973431,Animal_Sea_Pattern_Small,-2.0,0,604.0,3
115,7,56,Land,1.0,1.0,6.240918874973431,Object_Sea_Pattern_Small,9.0,0,172.0,4
115,7,56,Land,1.0,1.0,6.240918874973431,Object_Land_Pattern_Small,-4.0,1,852.0,5
115,7,56,Land,1.0,1.0,6.240918874973431,Object_Sea_Pattern_Small,9.0,0,404.0,6
115,7,56,Land,1.0,1.0,6.240918874973431,Animal_Sea_Solid_Large,-1.0,0,269.0,7
115,7,56,Land,1.0,1.0,6.240918874973431,Object_Land_Solid_Large,-4.0,1,189.0,8
115,7,56,Land,1.0,1.0,6.240918874973431,Animal_Land_Solid_Large,9.0,1,436.0,9
116,1,1,Small,2.0,1.0,36.40852645796258,Animal_Sea_Pattern_Small,-1.0,1,427.0,1
116,1,1,Small,2.0,1.0,36.40852645796258,Object_Land_Solid_Large,-7.0,0,229.0,2
116,1,1,Small,2.0,1.0,36.40852645796258,Animal_Sea_Pattern_Small,-1.0,1,880.0,3
116,1,1,Small,2.0,1.0,36.40852645796258,Object_Land_Solid_Large,-7.0,0,411.0,4
116,1,1,Small,2.0,1.0,36.40852645796258,Animal_Sea_Solid_Small,-3.0,1,356.0,5
116,1,1,Small,2.0,1.0,36.40852645796258,Object_Land_Solid_Large,-7.0,0,381.0,6
116,1,1,Small,2.0,1.0,36.40852645796258,Object_Land_Pattern_Small,3.0,1,375.0,7
116,1,1,Small,2.0,1.0,36.40852645796258,Object_Land_Solid_Large,-7.0,0,540.0,8
116,1,1,Small,2.0,1.0,36.40852645796258,Object_Land_Pattern_Large,2.0,0,717.0,9
116,1,1,Small,2.0,1.0,36.40852645796258,Object_Land_Solid_Large,-7.0,0,373.0,10
116,1,1,Small,2.0,1.0,36.40852645796258,Animal_Sea_Solid_Small,-3.0,1,130.0,11
116,1,1,Small,2.0,1.0,36.40852645796258,Object_Land_Solid_Large,-7.0,0,3233.0,12
116,1,1,Small,2.0,1.0,36.40852645796258,Animal_Sea_Solid_Small,-3.0,1,339.0,13
116,1,1,Small,2.0,1.0,36.40852645796258,Object_Land_Pattern_Small,3.0,1,635.0,14
116,1,1,Small,2.0,1.0,36.40852645796258,Animal_Sea_Solid_Small,-3.0,1,285.0,15
116,1,1,Small,2.0,1.0,36.40852645796258,Animal_Sea_Pattern_Small,-1.0,1,594.0,16
116,1,1,Small,2.0,1.0,36.40852645796258,Object_Land_Pattern_Large,2.0,0,283.0,17
116,1,1,Small,2.0,1.0,36.40852645796258,Object_Land_Pattern_Small,3.0,1,345.0,18
116,1,1,Small,2.0,1.0,36.40852645796258,Object_Land_Pattern_Large,2.0,0,1109.0,19
116,1,1,Small,2.0,1.0,36.40852645796258,Animal_Sea_Solid_Small,-3.0,1,614.0,20
116,1,1,Small,2.0,1.0,36.40852645796258,Object_Land_Solid_Large,-7.0,0,196.0,21
116,1,1,Small,2.0,1.0,36.40852645796258,Animal_Sea_Pattern_Small,-1.0,1,399.0,22
116,1,1,Small,2.0,1.0,36.40852645796258,Object_Land_Pattern_Small,3.0,1,158.0,23
116,1,1,Small,2.0,1.0,36.40852645796258,Animal_Sea_Solid_Large,6.0,0,1522.0,24
116,1,1,Small,2.0,1.0,36.40852645796258,Animal_Sea_Solid_Small,-3.0,1,609.0,25
116,1,1,Small,2.0,1.0,36.40852645796258,Object_Land_Solid_Large,-7.0,0,2819.0,26
116,1,1,Small,2.0,1.0,36.40852645796258,Animal_Sea_Solid_Small,-3.0,1,1366.0,27
116,1,1,Small,2.0,1.0,36.40852645796258,Object_Land_Solid_Large,-7.0,0,984.0,28
116,1,1,Small,2.0,1.0,36.40852645796258,Animal_Sea_Pattern_Small,-1.0,1,1138.0,29
116,1,1,Small,2.0,1.0,36.40852645796258,Object_Land_Pattern_Small,3.0,1,479.0,30
116,1,1,Small,2.0,1.0,36.40852645796258,Animal_Sea_Solid_Large,6.0,0,150.0,31
116,1,1,Small,2.0,1.0,36.40852645796258,Animal_Sea_Solid_Small,-3.0,1,113.0,32
116,1,1,Small,2.0,1.0,36.40852645796258,Object_Land_Solid_Large,-7.0,0,274.0,33
116,1,2,Object,2.0,1.0,6.3512243329314515,Animal_Sea_Pattern_Small,-1.0,0,309.0,1
116,1,2,Object,2.0,1.0,6.3512243329314515,Animal_Sea_Solid_Small,-3.0,0,39.0,2
116,1,2,Object,2.0,1.0,6.3512243329314515,Object_Land_Solid_Large,-7.0,1,834.0,3
116,1,2,Object,2.0,1.0,6.3512243329314515,Animal_Sea_Pattern_Small,-1.0,0,200.0,4
116,1,2,Object,2.0,1.0,6.3512243329314515,Object_Land_Pattern_Large,2.0,1,378.0,5
116,1,2,Object,2.0,1.0,6.3512243329314515,Object_Land_Pattern_Small,3.0,1,317.0,6
116,1,2,Object,2.0,1.0,6.3512243329314515,Object_Land_Solid_Large,-7.0,1,228.0,7
116,1,2,Object,2.0,1.0,6.3512243329314515,Object_Land_Pattern_Small,3.0,1,261.0,8
116,1,2,Object,2.0,1.0,6.3512243329314515,Animal_Sea_Solid_Small,-3.0,0,655.0,9
116,1,2,Object,2.0,1.0,6.3512243329314515,Object_Land_Pattern_Large,2.0,1,536.0,10
116,1,3,Sea,2.0,0.0,61.159803041955456,Animal_Sea_Pattern_Small,-1.0,1,365.0,1
116,1,3,Sea,2.0,0.0,61.159803041955456,Object_Land_Solid_Large,-7.0,0,130.0,2
116,1,3,Sea,2.0,0.0,61.159803041955456,Animal_Sea_Pattern_Small,-1.0,1,683.0,3
116,1,3,Sea,2.0,0.0,61.159803041955456,Object_Land_Solid_Large,-7.0,0,251.0,4
116,1,3,Sea,2.0,0.0,61.159803041955456,Animal_Sea_Pattern_Small,-1.0,1,616.0,5
116,1,3,Sea,2.0,0.0,61.159803041955456,Object_Land_Solid_Large,-7.0,0,897.0,6
116,1,3,Sea,2.0,0.0,61.159803041955456,Animal_Sea_Pattern_Small,-1.0,1,570.0,7
116,1,3,Sea,2.0,0.0,61.159803041955456,Object_Land_Solid_Large,-7.0,0,1160.0,8
116,1,3,Sea,2.0,0.0,61.159803041955456,Animal_Sea_Pattern_Small,-1.0,1,437.0,9
116,1,3,Sea,2.0,0.0,61.159803041955456,Animal_Sea_Solid_Small,-3.0,1,728.0,10
116,1,3,Sea,2.0,0.0,61.159803041955456,Animal_Sea_Solid_Large,6.0,1,313.0,11
116,1,3,Sea,2.0,0.0,61.159803041955456,Object_Land_Pattern_Small,3.0,0,584.0,12
116,1,3,Sea,2.0,0.0,61.159803041955456,Object_Land_Pattern_Large,2.0,0,855.0,13
116,1,3,Sea,2.0,0.0,61.159803041955456,Object_Land_Pattern_Small,3.0,0,1230.0,14
116,1,3,Sea,2.0,0.0,61.159803041955456,Object_Land_Solid_Large,-7.0,0,717.0,15
116,1,3,Sea,2.0,0.0,61.159803041955456,Animal_Sea_Solid_Small,-3.0,1,529.0,16
116,1,3,Sea,2.0,0.0,61.159803041955456,Object_Land_Solid_Large,-7.0,0,159.0,17
116,1,3,Sea,2.0,0.0,61.159803041955456,Animal_Sea_Pattern_Small,-1.0,1,907.0,18
116,1,3,Sea,2.0,0.0,61.159803041955456,Object_Land_Solid_Large,-7.0,0,266.0,19
116,1,3,Sea,2.0,0.0,61.159803041955456,Animal_Sea_Pattern_Small,-1.0,1,957.0,20
116,1,3,Sea,2.0,0.0,61.159803041955456,Object_Land_Solid_Large,-7.0,0,250.0,21
116,1,3,Sea,2.0,0.0,61.159803041955456,Animal_Sea_Solid_Small,-3.0,1,2293.0,22
116,1,3,Sea,2.0,0.0,61.159803041955456,Animal_Sea_Solid_Large,6.0,1,101.0,23
116,1,3,Sea,2.0,0.0,61.159803041955456,Animal_Sea_Solid_Small,-3.0,1,1567.0,24
116,1,3,Sea,2.0,0.0,61.159803041955456,Object_Land_Solid_Large,-7.0,0,2713.0,25
116,1,3,Sea,2.0,0.0,61.159803041955456,Animal_Sea_Pattern_Small,-1.0,1,545.0,26
116,1,3,Sea,2.0,0.0,61.159803041955456,Object_Land_Pattern_Large,2.0,0,547.0,27
116,1,3,Sea,2.0,0.0,61.159803041955456,Object_Land_Pattern_Small,3.0,0,837.0,28
116,1,3,Sea,2.0,0.0,61.159803041955456,Animal_Sea_Pattern_Small,-1.0,1,293.0,29
116,1,3,Sea,2.0,0.0,61.159803041955456,Object_Land_Pattern_Large,2.0,0,1067.0,30
116,1,3,Sea,2.0,0.0,61.159803041955456,Animal_Sea_Pattern_Small,-1.0,1,291.0,31
116,1,3,Sea,2.0,0.0,61.159803041955456,Object_Land_Pattern_Large,2.0,0,1635.0,32
116,1,3,Sea,2.0,0.0,61.159803041955456,Object_Land_Pattern_Small,3.0,0,359.0,33
116,1,3,Sea,2.0,0.0,61.159803041955456,Object_Land_Pattern_Large,2.0,0,1274.0,34
116,1,3,Sea,2.0,0.0,61.159803041955456,Object_Land_Pattern_Small,3.0,0,4562.0,35
116,1,3,Sea,2.0,0.0,61.159803041955456,Animal_Sea_Solid_Small,-3.0,1,999.0,36
116,1,3,Sea,2.0,0.0,61.159803041955456,Object_Land_Pattern_Small,3.0,0,306.0,37
116,1,3,Sea,2.0,0.0,61.159803041955456,Object_Land_Solid_Large,-7.0,0,306.0,38
116,1,3,Sea,2.0,0.0,61.159803041955456,Object_Land_Pattern_Small,3.0,0,141.0,39
116,1,3,Sea,2.0,0.0,61.159803041955456,Animal_Sea_Solid_Large,6.0,1,30.0,40
116,1,3,Sea,2.0,0.0,61.159803041955456,Object_Land_Solid_Large,-7.0,0,439.0,41
116,1,3,Sea,2.0,0.0,61.159803041955456,Animal_Sea_Solid_Large,6.0,1,969.0,42
116,1,3,Sea,2.0,0.0,61.159803041955456,Animal_Sea_Solid_Small,-3.0,1,545.0,43
116,1,3,Sea,2.0,0.0,61.159803041955456,Object_Land_Pattern_Large,2.0,0,698.0,44
116,1,3,Sea,2.0,0.0,61.159803041955456,Object_Land_Pattern_Small,3.0,0,120.0,45
116,1,3,Sea,2.0,0.0,61.159803041955456,Animal_Sea_Solid_Small,-3.0,1,1594.0,46
116,1,3,Sea,2.0,0.0,61.159803041955456,Object_Land_Solid_Large,-7.0,0,757.0,47
116,1,3,Sea,2.0,0.0,61.159803041955456,Animal_Sea_Solid_Small,-3.0,1,181.0,48
116,1,3,Sea,2.0,0.0,61.159803041955456,Object_Land_Pattern_Small,3.0,0,118.0,49
116,1,3,Sea,2.0,0.0,61.159803041955456,Animal_Sea_Solid_Large,6.0,1,301.0,50
116,1,3,Sea,2.0,0.0,61.159803041955456,Object_Land_Pattern_Large,2.0,0,834.0,51
116,1,3,Sea,2.0,0.0,61.159803041955456,Object_Land_Solid_Large,-7.0,0,1731.0,52
116,1,4,Large,1.0,1.0,26.768211083021015,Object_Land_Solid_Large,-7.0,1,706.0,1
116,1,4,Large,1.0,1.0,26.768211083021015,Animal_Sea_Pattern_Small,-1.0,0,706.0,2
116,1,4,Large,1.0,1.0,26.768211083021015,Object_Land_Pattern_Large,2.0,1,535.0,3
116,1,4,Large,1.0,1.0,26.768211083021015,Object_Land_Pattern_Small,3.0,0,955.0,4
116,1,4,Large,1.0,1.0,26.768211083021015,Object_Land_Pattern_Large,2.0,1,712.0,5
116,1,4,Large,1.0,1.0,26.768211083021015,Object_Land_Solid_Large,-7.0,1,345.0,6
116,1,4,Large,1.0,1.0,26.768211083021015,Animal_Sea_Pattern_Small,-1.0,0,503.0,7
116,1,4,Large,1.0,1.0,26.768211083021015,Object_Land_Pattern_Large,2.0,1,271.0,8
116,1,4,Large,1.0,1.0,26.768211083021015,Object_Land_Solid_Large,-7.0,1,315.0,9
116,1,4,Large,1.0,1.0,26.768211083021015,Animal_Sea_Pattern_Small,-1.0,0,126.0,10
116,1,4,Large,1.0,1.0,26.768211083021015,Object_Land_Pattern_Large,2.0,1,634.0,11
116,1,4,Large,1.0,1.0,26.768211083021015,Object_Land_Pattern_Small,3.0,0,27.0,12
116,1,4,Large,1.0,1.0,26.768211083021015,Object_Land_Pattern_Large,2.0,1,871.0,13
116,1,4,Large,1.0,1.0,26.768211083021015,Animal_Sea_Pattern_Small,-1.0,0,509.0,14
116,1,4,Large,1.0,1.0,26.768211083021015,Object_Land_Solid_Large,-7.0,1,373.0,15
116,1,4,Large,1.0,1.0,26.768211083021015,Animal_Sea_Pattern_Small,-1.0,0,629.0,16
116,1,4,Large,1.0,1.0,26.768211083021015,Object_Land_Pattern_Large,2.0,1,1019.0,17
116,1,4,Large,1.0,1.0,26.768211083021015,Animal_Sea_Pattern_Small,-1.0,0,273.0,18
116,1,4,Large,1.0,1.0,26.768211083021015,Object_Land_Pattern_Large,2.0,1,732.0,19
116,1,4,Large,1.0,1.0,26.768211083021015,Object_Land_Solid_Large,-7.0,1,221.0,20
116,1,4,Large,1.0,1.0,26.768211083021015,Object_Land_Pattern_Large,2.0,1,787.0,21
116,1,4,Large,1.0,1.0,26.768211083021015,Object_Land_Solid_Large,-7.0,1,625.0,22
116,1,4,Large,1.0,1.0,26.768211083021015,Animal_Sea_Solid_Small,-3.0,0,370.0,23
116,1,4,Large,1.0,1.0,26.768211083021015,Object_Land_Solid_Large,-7.0,1,251.0,24
116,1,4,Large,1.0,1.0,26.768211083021015,Animal_Sea_Solid_Small,-3.0,0,219.0,25
116,1,4,Large,1.0,1.0,26.768211083021015,Object_Land_Solid_Large,-7.0,1,796.0,26
116,1,4,Large,1.0,1.0,26.768211083021015,Animal_Sea_Pattern_Small,-1.0,0,188.0,27
116,1,4,Large,1.0,1.0,26.768211083021015,Object_Land_Pattern_Large,2.0,1,112.0,28
116,1,4,Large,1.0,1.0,26.768211083021015,Object_Land_Pattern_Small,3.0,0,357.0,29
116,1,5,Pattern,1.0,1.0,45.682613332988694,Animal_Sea_Pattern_Small,-1.0,1,2005.0,1
116,1,5,Pattern,1.0,1.0,45.682613332988694,Object_Land_Solid_Large,-7.0,0,562.0,2
116,1,5,Pattern,1.0,1.0,45.682613332988694,Animal_Sea_Pattern_Small,-1.0,1,209.0,3
116,1,5,Pattern,1.0,1.0,45.682613332988694,Animal_Sea_Solid_Large,6.0,0,68.0,4
116,1,5,Pattern,1.0,1.0,45.682613332988694,Animal_Sea_Solid_Small,-3.0,0,317.0,5
116,1,5,Pattern,1.0,1.0,45.682613332988694,Object_Land_Solid_Large,-7.0,0,966.0,6
116,1,5,Pattern,1.0,1.0,45.682613332988694,Object_Land_Pattern_Large,2.0,1,188.0,7
116,1,5,Pattern,1.0,1.0,45.682613332988694,Animal_Sea_Solid_Small,-3.0,0,482.0,8
116,1,5,Pattern,1.0,1.0,45.682613332988694,Animal_Sea_Solid_Large,6.0,0,324.0,9
116,1,5,Pattern,1.0,1.0,45.682613332988694,Object_Land_Pattern_Small,3.0,1,332.0,10
116,1,5,Pattern,1.0,1.0,45.682613332988694,Object_Land_Pattern_Large,2.0,1,348.0,11
116,1,5,Pattern,1.0,1.0,45.682613332988694,Animal_Sea_Solid_Large,6.0,0,632.0,12
116,1,5,Pattern,1.0,1.0,45.682613332988694,Object_Land_Pattern_Small,3.0,1,265.0,13
116,1,5,Pattern,1.0,1.0,45.682613332988694,Object_Land_Pattern_Large,2.0,1,1306.0,14
116,1,5,Pattern,1.0,1.0,45.682613332988694,Object_Land_Pattern_Small,3.0,1,276.0,15
116,1,5,Pattern,1.0,1.0,45.682613332988694,Animal_Sea_Solid_Small,-3.0,0,153.0,16
116,1,5,Pattern,1.0,1.0,45.682613332988694,Object_Land_Solid_Large,-7.0,0,1142.0,17
116,1,5,Pattern,1.0,1.0,45.682613332988694,Animal_Sea_Solid_Small,-3.0,0,119.0,18
116,1,5,Pattern,1.0,1.0,45.682613332988694,Object_Land_Pattern_Large,2.0,1,779.0,19
116,1,5,Pattern,1.0,1.0,45.682613332988694,Animal_Sea_Solid_Small,-3.0,0,644.0,20
116,1,5,Pattern,1.0,1.0,45.682613332988694,Object_Land_Solid_Large,-7.0,0,2002.0,21
116,1,5,Pattern,1.0,1.0,45.682613332988694,Animal_Sea_Pattern_Small,-1.0,1,143.0,22
116,1,5,Pattern,1.0,1.0,45.682613332988694,Object_Land_Pattern_Small,3.0,1,267.0,23
116,1,5,Pattern,1.0,1.0,45.682613332988694,Animal_Sea_Solid_Large,6.0,0,27.0,24
116,1,5,Pattern,1.0,1.0,45.682613332988694,Object_Land_Pattern_Small,3.0,1,2487.0,25
116,1,5,Pattern,1.0,1.0,45.682613332988694,Animal_Sea_Solid_Small,-3.0,0,272.0,26
116,1,5,Pattern,1.0,1.0,45.682613332988694,Object_Land_Pattern_Small,3.0,1,321.0,27
116,1,5,Pattern,1.0,1.0,45.682613332988694,Object_Land_Pattern_Large,2.0,1,414.0,28
116,1,5,Pattern,1.0,1.0,45.682613332988694,Animal_Sea_Pattern_Small,-1.0,1,383.0,29
